epoch,snapshot,param,grad_mean,grad_std,grad_min,grad_max,nan_count,inf_count
0,2020-05-08,predictor.2.bias,-0.15807509422302246,0.0,-0.15807509422302246,-0.15807509422302246,0,0
0,2020-05-11,feature_encoder.weight,4.656612873077393e-10,0.1293366402387619,-0.34377580881118774,0.3965795636177063,0,0
0,2020-05-11,feature_encoder.bias,-2.3283064365386963e-10,0.06943955272436142,-0.18538227677345276,0.18814592063426971,0,0
0,2020-05-11,feature_norm.weight,0.00360507657751441,0.12598364055156708,-0.26405012607574463,0.504996657371521,0,0
0,2020-05-11,feature_norm.bias,-0.011016852222383022,0.06745850294828415,-0.17226852476596832,0.16983845829963684,0,0
0,2020-05-11,pos_conv.bias,0.003035630565136671,0.016813205555081367,-0.04579510539770126,0.043189797550439835,0,0
0,2020-05-11,pos_conv.lin.weight,-2.0149884221609682e-05,0.017009085044264793,-0.10612396150827408,0.113336943089962,0,0
0,2020-05-11,neg_conv.bias,0.0014949834439903498,0.014009612612426281,-0.03042156808078289,0.04566945135593414,0,0
0,2020-05-11,neg_conv.lin.weight,-1.5921359590720385e-06,0.006407164037227631,-0.054159436374902725,0.049336500465869904,0,0
0,2020-05-11,pair_norm.weight,0.013415355235338211,0.0815880224108696,-0.08873173594474792,0.41099417209625244,0,0
0,2020-05-11,pair_norm.bias,-0.002279184991493821,0.054935604333877563,-0.09081654995679855,0.10419506579637527,0,0
0,2020-05-11,ode_func.psi.0.weight,0.00014223965990822762,0.04074695706367493,-0.5185941457748413,0.4454643428325653,0,0
0,2020-05-11,ode_func.layer_norm.weight,-0.0011111549101769924,0.021129000931978226,-0.087772436439991,0.04749918356537819,0,0
0,2020-05-11,ode_func.layer_norm.bias,0.0032402395736426115,0.024923041462898254,-0.05961717665195465,0.0613049678504467,0,0
0,2020-05-11,predictor.0.weight,0.0002215181157225743,0.03213689848780632,-0.29174643754959106,0.2792598009109497,0,0
0,2020-05-11,predictor.0.bias,0.009408500976860523,0.029289642348885536,-0.05282554030418396,0.08077304065227509,0,0
0,2020-05-11,predictor.2.weight,-0.10501807183027267,0.2324586659669876,-0.658981442451477,0.21558506786823273,0,0
0,2020-05-11,predictor.2.bias,-0.23894955217838287,0.0,-0.23894955217838287,-0.23894955217838287,0,0
0,2020-05-12,feature_encoder.weight,NaN,0.0,NaN,NaN,256,0
0,2020-05-12,feature_encoder.bias,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,feature_norm.weight,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,feature_norm.bias,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,pos_conv.bias,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,pos_conv.lin.weight,NaN,0.0,NaN,NaN,4096,0
0,2020-05-12,neg_conv.bias,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,neg_conv.lin.weight,NaN,0.0,NaN,NaN,4096,0
0,2020-05-12,pair_norm.weight,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,pair_norm.bias,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,ode_func.psi.0.weight,NaN,0.0,NaN,NaN,8192,0
0,2020-05-12,ode_func.layer_norm.weight,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,ode_func.layer_norm.bias,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,predictor.0.weight,NaN,0.0,NaN,NaN,2880,0
0,2020-05-12,predictor.0.bias,NaN,0.0,NaN,NaN,45,0
0,2020-05-12,predictor.2.weight,NaN,0.0,NaN,NaN,64,0
0,2020-05-12,predictor.2.bias,NaN,0.0,NaN,NaN,1,0
